CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11183,148.61,0.75,136.43,93.99,50.86,159.59,0.99,0.48,0.18,0.01,5,42,2071.81,154.12,41.73,0.04,12
C11184,22.21,0.35,56.81,32.63,13.06,130.27,0.4,0.01,0.51,0.08,3,57,1230.84,19.24,3.82,0.16,12
C11185,3848.6,0.27,3169.05,2092.82,872.8,128.49,0.14,0.13,0.32,0.08,4,38,7682.38,2042.06,265.24,0.18,12
C11186,1537.07,0.34,1437.24,739.51,715.01,98.12,0.14,0.13,0.17,0.12,6,35,2274.63,1483.75,359.26,0.64,10
C11187,2160.71,0.89,217.83,105.68,89.25,1723.82,0.51,0.71,0.75,0.6,0,30,4928.11,2192.96,495.26,0.24,8
C11188,355.34,0.52,87.13,53.5,28.02,0.0,0.38,0.62,0.9,0.19,6,5,829.47,327.6,94.64,0.25,12
C11189,3681.78,0.64,3022.23,1572.9,939.0,202.55,0.91,0.04,0.35,0.16,11,57,8983.27,2282.47,557.88,0.05,10
C11190,1024.08,0.22,1223.15,805.99,535.38,50.68,0.51,0.6,0.29,0.19,4,22,2331.84,649.0,88.34,0.54,12
C11191,1843.67,0.59,569.47,374.27,193.82,0.0,0.45,0.07,0.37,0.1,19,42,4570.93,1447.53,139.51,0.59,11
C11192,1967.57,0.53,99.18,50.8,23.38,1971.78,0.86,0.2,0.92,0.59,16,32,4529.52,1477.14,268.28,0.26,10
C11193,2501.5,0.63,208.86,110.59,55.79,2357.08,0.8,0.9,0.58,0.38,7,41,6297.81,1429.15,620.98,0.16,12
C11194,1587.19,0.5,179.03,86.38,31.04,2865.52,0.71,0.45,0.17,0.47,8,4,4918.24,1748.35,286.24,0.19,10
C11195,314.37,0.26,29.51,16.99,14.28,189.26,0.53,0.78,0.63,0.19,9,41,1844.15,360.66,29.11,0.19,6
C11196,272.98,0.24,96.6,55.35,34.86,26.48,0.23,0.31,0.4,0.02,6,33,1637.97,163.97,,0.17,12
C11197,4334.8,0.96,3042.44,1704.49,789.3,30.0,0.57,0.11,0.02,0.16,1,28,7802.74,3873.75,594.31,0.16,8
C11198,363.4,0.68,66.17,21.5,16.14,74.5,0.12,0.89,0.97,0.16,7,44,2099.02,291.03,61.8,0.28,12
C11199,3513.41,0.71,2056.32,1409.47,951.66,165.73,0.54,0.16,0.11,0.13,11,38,9843.83,2762.61,913.0,0.1,11
C11200,1540.19,0.93,1098.62,477.07,268.2,0.0,0.85,0.35,0.41,0.16,5,45,4141.03,1395.77,459.11,0.46,9
C11201,1284.79,0.64,1230.23,490.23,495.22,110.26,0.52,0.7,0.66,0.02,4,36,2536.23,1051.53,256.72,0.53,7
C11202,3789.22,0.69,3116.92,1198.2,1353.27,174.57,0.07,0.59,0.59,0.07,10,47,9523.46,3092.2,558.14,0.01,8
C11203,2834.41,0.62,5490.08,1799.17,2546.96,171.27,0.03,0.93,0.0,0.07,0,53,10053.62,1702.18,271.66,0.11,12
C11204,492.22,0.34,96.78,46.73,24.12,156.68,0.86,0.99,0.61,0.2,14,48,1625.28,490.96,87.49,0.05,12
C11205,189.9,0.45,64.07,20.29,26.02,185.04,0.22,0.15,0.73,0.09,13,58,1404.41,172.04,38.6,0.13,12
C11206,1288.47,0.91,1071.76,390.51,247.31,0.0,0.53,0.23,0.85,0.01,19,32,2219.51,694.75,169.74,0.59,12
C11207,1033.57,0.56,834.25,252.04,398.45,229.08,0.78,0.64,0.18,0.05,2,28,4822.68,788.41,135.38,0.65,12
C11208,256.04,0.36,0.0,0.0,0.0,126.43,0.25,0.15,0.04,0.17,15,4,1500.12,167.05,65.83,0.18,12
C11209,1208.52,0.86,925.37,646.0,303.59,206.77,0.74,0.54,0.94,0.18,2,36,4186.68,934.16,259.82,0.4,12
C11210,4272.35,0.27,3280.47,1694.63,997.2,6.03,0.08,0.37,0.68,0.19,15,40,9717.67,2491.64,694.54,0.19,12
C11211,3299.15,0.71,2286.99,747.52,1031.54,0.0,0.75,0.89,0.45,0.03,4,17,8381.1,3059.57,624.95,0.29,12
C11212,1266.86,0.76,943.48,495.95,175.98,242.91,0.06,0.92,0.73,0.14,16,2,2697.44,1149.13,223.21,0.87,12
C11213,653.11,0.44,869.18,469.63,117.27,25.88,0.28,0.26,0.16,0.08,2,50,2248.11,597.56,,0.69,7
C11214,438.46,0.33,39.11,20.3,17.15,75.13,0.26,0.1,0.96,0.15,16,7,1473.5,331.6,117.33,0.27,12
C11215,1143.24,0.56,1202.99,522.57,288.77,142.2,0.89,0.99,0.65,0.16,12,42,3263.78,1149.45,83.17,0.32,11
C11216,279.11,0.8,32.68,18.4,7.52,161.83,0.53,0.15,0.88,0.05,0,58,2095.7,304.19,28.82,0.28,12
C11217,1062.99,0.91,671.06,239.6,95.37,186.27,0.84,0.17,0.56,0.1,5,55,2490.5,841.3,202.43,0.83,12
C11218,4031.45,0.85,4238.5,1643.8,1983.72,117.87,0.58,0.25,0.8,0.07,9,13,7450.76,3237.81,666.33,0.12,7
C11219,653.67,0.29,0.0,0.0,0.0,15.66,0.81,0.34,0.33,0.09,13,36,1163.64,737.94,129.97,0.14,11
C11220,335.05,0.38,0.0,0.0,0.0,156.53,0.55,0.15,0.13,0.06,14,56,1160.52,309.46,93.79,0.3,12
C11221,290.73,0.69,54.66,19.63,25.1,157.8,0.45,0.32,0.35,0.07,10,42,1333.72,249.09,35.32,0.02,9
C11222,3475.46,0.77,131.93,51.03,57.73,1401.83,0.66,0.02,0.9,0.39,13,17,3694.15,3531.08,304.72,0.1,12
C11223,1447.65,0.21,806.6,475.62,226.43,213.49,0.29,0.8,0.7,0.06,7,5,3730.13,1038.11,116.28,0.85,11
C11224,451.11,0.31,30.05,10.41,4.93,0.0,0.92,0.26,0.46,0.12,6,31,1734.32,235.9,29.22,0.22,12
C11225,2031.67,0.28,225.86,99.74,83.33,1718.84,0.91,0.82,0.24,0.86,3,36,5580.97,2014.08,503.22,0.2,12
C11226,1335.24,0.47,736.05,317.5,265.19,49.27,0.07,0.65,0.6,0.18,13,11,3551.14,1271.48,219.47,0.6,12
C11227,1023.54,0.74,687.15,268.81,81.66,156.44,0.92,0.48,0.59,0.08,13,22,2854.79,818.81,116.63,0.74,12
C11228,4597.37,0.95,185.27,90.92,85.18,1477.09,0.18,0.97,0.53,0.59,18,25,4696.79,2446.23,1004.61,0.16,12
C11229,184.01,0.27,0.0,0.0,0.0,97.03,0.68,0.39,0.74,0.19,10,30,1259.97,213.09,44.96,0.21,10
C11230,166.53,0.6,78.05,37.67,21.19,136.09,0.82,0.18,0.24,0.09,12,3,1353.27,168.45,,0.08,6
C11231,952.35,0.5,932.09,291.79,284.76,93.08,0.24,0.58,0.51,0.16,14,19,3516.31,733.19,142.72,0.86,12
C11232,206.54,0.52,65.05,44.76,30.24,157.12,0.11,0.14,0.31,0.19,17,50,770.12,132.34,45.93,0.06,12
C11233,3714.16,0.25,2805.06,1520.2,471.8,274.82,0.76,0.28,0.21,0.16,10,17,9313.21,3300.92,437.0,0.04,12
C11234,431.46,0.43,63.11,20.83,15.62,0.0,0.44,0.91,0.33,0.02,14,48,1281.76,222.15,114.93,0.08,12
C11235,218.38,0.4,81.97,30.84,24.63,0.0,0.49,0.89,0.8,0.04,16,49,2029.14,179.08,60.53,0.24,9
C11236,5.19,0.77,0.0,0.0,0.0,66.75,0.76,0.47,0.11,0.06,11,51,1630.94,6.18,1.08,0.21,8
C11237,1606.26,0.71,897.31,531.81,247.57,61.28,0.25,0.48,0.28,0.14,10,33,4526.38,1634.28,344.93,0.66,11
C11238,301.49,0.71,94.12,41.98,24.42,69.79,0.1,0.57,0.53,0.13,13,21,1438.78,358.61,64.79,0.19,12
C11239,20.49,0.62,70.37,25.29,33.36,25.88,0.96,0.08,0.4,0.03,16,15,1500.49,15.92,4.05,0.28,12
C11240,3155.88,0.47,151.33,77.84,55.18,1761.79,0.7,0.25,0.83,0.63,11,32,4016.97,1770.41,503.98,0.16,12
C11241,91.19,0.4,118.18,48.52,19.55,0.0,0.65,0.58,0.78,0.08,10,46,1411.39,107.2,21.44,0.28,6
C11242,1124.74,0.21,671.17,227.34,114.31,136.06,0.33,0.32,0.68,0.14,4,49,3363.96,1243.6,330.85,0.9,12
C11243,624.77,0.32,39.92,17.5,14.28,151.08,1.0,0.21,0.28,0.05,19,4,755.11,558.41,147.73,0.14,10
C11244,1533.18,0.38,611.62,367.22,175.43,125.32,0.22,0.65,0.02,0.05,1,55,1586.95,1013.26,195.31,0.7,12
C11245,338.51,0.98,30.97,13.68,3.21,138.97,0.18,0.57,0.31,0.12,17,17,1918.09,344.31,59.28,0.3,10
C11246,1495.58,0.98,627.28,198.42,175.29,175.94,0.32,0.33,0.6,0.02,7,15,3049.89,767.92,298.02,0.35,7
C11247,253.6,0.81,26.27,9.15,12.5,104.29,0.74,0.94,0.1,0.13,5,20,1113.42,289.13,17.89,0.22,10
C11248,1668.26,0.69,281.02,151.34,112.11,1788.73,0.24,0.78,0.82,0.67,4,21,5636.73,1648.29,288.61,0.14,8
C11249,1344.18,0.74,0.0,0.0,0.0,2769.75,0.31,0.6,0.99,0.49,14,10,5761.99,837.49,101.64,0.11,11
C11250,257.09,0.68,117.87,67.18,20.99,148.03,0.53,0.21,0.74,0.16,5,19,1534.65,158.16,45.67,0.11,12
C11251,158.62,0.72,87.33,46.17,20.46,171.17,0.65,0.65,0.41,0.04,2,50,826.48,85.75,11.38,0.11,12
C11252,471.93,0.38,37.1,18.51,18.5,0.0,0.15,0.69,0.8,0.04,9,1,500.0,490.5,66.23,0.17,12
C11253,922.68,0.98,412.53,202.16,150.0,85.32,0.65,0.58,0.27,0.18,18,40,1659.99,543.92,266.3,0.87,12
C11254,233.58,0.81,63.87,43.72,13.44,14.77,0.38,0.64,0.95,0.15,17,52,1268.53,201.82,12.11,0.17,11
C11255,2765.83,0.39,155.36,100.19,61.4,1336.97,0.35,0.16,0.37,0.39,6,40,5891.11,2076.39,327.94,0.16,12
C11256,3950.79,0.61,4073.37,1845.86,556.2,158.14,0.08,0.33,0.69,0.14,12,28,8500.43,3493.89,564.7,0.09,10
C11257,4563.32,0.83,5466.52,3068.84,1356.97,78.05,0.97,0.89,0.02,0.09,9,35,9544.95,4501.1,901.28,0.14,12
C11258,1033.8,0.93,962.13,296.5,184.4,41.66,0.69,0.14,0.63,0.12,7,32,2886.07,668.84,301.21,0.54,9
C11259,2876.2,0.51,103.45,31.9,47.42,2646.01,0.1,0.59,0.3,0.58,0,22,4423.19,1841.77,603.82,0.22,12
C11260,614.02,0.59,20.86,8.92,8.22,89.34,0.37,0.9,0.1,0.01,3,50,1558.73,452.12,167.9,0.23,11
C11261,574.48,0.45,1218.3,733.31,364.27,214.12,0.08,0.01,0.43,0.12,17,39,3376.4,663.31,52.08,0.58,10
C11262,493.29,0.5,62.24,41.71,16.38,241.84,0.54,0.97,0.11,0.07,19,3,1453.54,399.97,60.26,0.17,10
C11263,3118.93,0.38,106.67,61.14,47.3,1906.94,0.7,0.88,0.19,0.78,18,44,2049.41,2120.47,847.62,0.09,12
C11264,849.88,0.22,808.42,470.95,144.04,118.61,0.06,0.72,0.9,0.07,19,14,2572.65,734.03,43.59,0.67,12
C11265,5141.59,0.53,3208.41,1003.74,416.79,246.05,0.92,0.71,0.06,0.19,9,32,9417.24,3219.97,840.36,0.09,12
C11266,294.97,0.58,100.04,67.23,44.09,119.26,0.37,0.87,0.62,0.12,1,10,1294.42,305.48,48.15,0.26,12
C11267,3447.68,0.82,130.86,43.8,57.92,2129.69,0.23,0.17,0.06,0.39,3,28,5651.53,2494.37,987.98,0.21,12
C11268,1126.84,0.62,796.49,540.63,157.09,45.97,0.13,0.7,0.72,0.05,15,8,4481.27,1338.51,182.89,0.38,12
C11269,885.15,0.46,1291.38,460.61,230.01,43.72,0.15,0.34,0.98,0.07,13,13,2639.32,832.86,244.82,0.89,12
C11270,2771.01,0.57,175.36,54.95,68.13,2065.13,0.85,0.88,0.43,0.51,19,52,5035.09,2571.76,544.03,0.18,12
C11271,694.93,0.84,348.56,183.15,54.85,137.05,0.48,0.53,0.97,0.05,5,5,2946.66,488.79,86.86,0.46,12
C11272,1415.78,0.58,1202.21,415.31,419.31,0.0,0.8,0.77,0.64,0.2,7,18,4168.13,884.7,123.27,0.89,11
C11273,825.14,0.64,516.43,160.88,196.5,64.09,0.23,0.17,0.6,0.13,19,2,4079.1,457.49,142.38,0.35,12
C11274,236.98,0.34,90.11,51.11,31.43,117.03,0.32,0.24,0.17,0.18,18,11,680.97,260.43,12.89,0.3,12
C11275,364.87,0.21,59.64,35.5,16.15,151.49,0.41,0.84,0.95,0.02,6,42,2331.98,432.64,48.82,0.17,12
C11276,318.11,0.94,0.0,0.0,0.0,97.93,0.45,0.4,0.86,0.08,19,33,1421.8,206.99,57.5,0.18,11
C11277,596.15,0.41,0.0,0.0,0.0,119.56,0.1,0.53,0.13,0.07,11,20,,712.64,113.01,0.05,12
C11278,3931.38,0.48,121.82,65.1,46.57,2408.18,0.05,0.73,0.03,0.61,19,5,4390.64,3660.66,632.89,0.13,12
C11279,1352.37,0.29,1064.97,388.01,284.96,27.06,1.0,0.17,0.36,0.03,0,42,3207.5,1420.93,393.53,0.87,12
C11280,1668.2,0.61,662.77,315.5,330.25,95.13,0.67,0.3,0.16,0.15,11,15,1774.22,1988.24,145.23,0.66,7
C11281,1866.64,0.79,988.27,548.28,276.49,140.84,0.05,0.33,0.34,0.13,19,30,3904.4,2207.66,558.82,0.61,12
C11282,1216.55,0.75,448.34,293.34,65.68,118.5,0.77,0.92,0.96,0.17,19,7,3971.65,1092.0,271.1,0.89,10
C11283,1935.1,0.88,1368.64,639.9,236.82,32.09,0.36,0.14,0.86,0.2,11,26,2845.52,1681.5,495.87,0.32,10
C11284,2370.07,0.43,242.3,140.47,57.95,2799.6,0.8,0.37,0.44,0.79,0,52,4279.45,2306.15,494.35,0.11,12
C11285,3094.21,0.45,251.04,125.69,42.29,2932.89,0.95,0.96,0.28,0.54,19,37,3716.19,2023.13,320.97,0.11,10
C11286,823.13,0.97,504.34,293.95,207.44,143.54,0.03,0.83,0.58,0.17,3,28,3970.31,635.59,195.63,0.37,9
C11287,18.17,0.57,156.3,96.22,16.51,87.0,0.96,0.67,0.94,0.11,6,10,1480.73,19.61,4.76,0.2,12
C11288,263.32,0.87,904.03,463.06,237.17,17.93,0.17,0.55,0.79,0.13,17,15,2450.8,151.9,62.67,0.67,12
C11289,751.36,0.69,741.37,240.53,334.57,42.93,0.3,0.84,0.87,0.06,10,58,3491.41,617.12,201.73,0.5,12
C11290,1386.67,0.34,1243.27,808.33,182.88,100.53,0.63,0.95,0.76,0.16,5,56,2840.28,999.77,91.36,0.59,8
C11291,3324.95,0.97,4114.49,2223.46,1359.57,122.08,0.72,0.92,0.5,0.09,0,19,8608.62,3018.23,965.86,0.22,7
C11292,1370.78,0.46,761.13,411.2,360.42,145.25,0.17,0.64,0.14,0.16,3,38,4304.33,867.12,390.39,0.53,11
C11293,494.6,0.71,83.78,42.21,10.78,131.04,0.14,0.73,0.82,0.09,15,46,1732.1,568.61,135.64,0.07,7
C11294,785.02,0.4,39.55,14.62,9.49,70.38,0.29,0.78,0.65,0.12,14,24,500.0,827.56,164.35,0.14,12
C11295,812.42,0.66,1172.66,579.85,134.93,59.11,0.33,0.81,0.77,0.02,3,14,4412.4,452.42,212.59,0.41,12
C11296,215.2,0.63,38.84,19.99,14.48,263.76,0.32,0.73,0.73,0.02,18,20,1247.12,156.69,43.3,0.1,11
C11297,394.47,0.41,6.8,3.08,1.82,55.48,0.17,0.18,0.25,0.19,8,28,1836.84,209.16,68.26,0.08,12
C11298,4772.9,0.99,4517.04,1624.51,2163.34,0.0,0.97,0.76,0.29,0.15,13,21,9049.72,2798.04,1349.55,0.23,12
C11299,1240.84,0.31,1006.01,608.53,378.78,0.0,0.8,0.39,0.86,0.03,13,29,3058.21,988.39,126.42,0.3,7
C11300,110.88,0.55,67.41,32.53,22.97,71.74,0.98,0.2,0.41,0.12,2,9,1368.34,81.01,29.15,0.01,10
C11301,1869.74,0.23,1124.74,652.65,522.02,175.2,0.1,0.1,0.18,0.16,1,18,4719.61,1616.27,299.41,0.78,12
C11302,5315.44,0.75,3214.23,1024.67,488.13,53.92,0.08,0.24,0.64,0.12,12,10,8764.35,3740.08,653.72,0.23,8
C11303,58.23,0.57,97.02,48.68,40.11,218.2,0.54,0.51,0.3,0.09,15,20,1024.53,42.65,10.28,0.04,12
C11304,3730.06,0.65,4601.3,1516.18,1803.35,99.42,0.61,0.25,0.64,0.17,18,16,6541.39,4366.87,780.79,0.19,12
C11305,2866.24,0.76,116.19,68.95,42.91,2044.37,0.64,0.67,0.59,0.63,16,26,5848.77,3188.5,274.25,0.06,11
C11306,1673.24,0.81,741.28,394.64,263.32,39.38,0.09,0.96,0.66,0.13,11,59,2786.51,852.29,397.88,0.43,11
C11307,4264.42,0.97,3703.18,1779.59,554.55,40.62,0.84,0.04,0.99,0.09,10,50,10141.51,3930.06,633.94,0.24,12
C11308,88.29,0.89,33.36,22.99,14.2,107.28,0.49,0.13,0.28,0.13,8,37,2138.38,52.93,19.95,0.2,12
C11309,1810.74,0.46,188.35,81.07,66.69,2485.51,0.37,0.25,0.98,0.7,12,30,3676.84,1906.0,161.67,0.2,12
C11310,1368.47,0.78,556.35,261.02,227.32,85.68,0.5,0.8,0.76,0.03,19,19,3207.14,1485.02,87.57,0.84,10
C11311,1445.02,0.26,149.28,88.83,67.24,1987.16,0.04,0.27,0.86,0.47,1,5,6973.02,1390.49,130.61,0.26,12
C11312,1446.38,0.31,1064.71,543.02,337.48,147.08,0.22,0.19,0.8,0.17,9,37,4092.62,1404.75,137.6,0.78,12
C11313,129.83,0.57,8.15,4.59,3.93,0.0,1.0,0.15,0.02,0.18,8,13,1260.98,142.3,31.21,0.04,12
C11314,294.19,0.57,41.84,28.89,6.01,72.73,0.55,0.15,0.5,0.15,6,2,1477.14,168.06,50.94,0.05,12
C11315,4865.16,0.6,4106.3,2374.55,417.26,58.51,0.08,0.72,0.11,0.01,16,59,10016.95,4842.62,1172.53,0.29,12
C11316,1468.86,0.58,714.32,257.36,165.71,62.39,0.29,0.71,0.67,0.13,10,12,3134.06,857.75,347.74,0.32,12
C11317,173.64,0.71,80.4,30.85,15.0,132.55,0.18,0.31,0.06,0.08,1,5,1016.2,91.96,19.33,0.16,11
C11318,3698.25,0.96,2992.81,1939.17,962.02,59.62,0.92,0.45,0.03,0.07,13,35,8134.98,3502.32,1027.1,0.15,12
C11319,2037.19,0.34,202.01,64.48,42.85,2387.67,0.81,0.63,0.91,0.78,19,38,5031.24,1406.6,493.54,0.22,12
C11320,964.05,0.49,813.48,409.72,305.26,81.08,0.55,0.98,0.92,0.04,3,16,4167.59,512.98,68.78,0.77,12
C11321,2064.78,0.26,742.99,492.14,355.25,14.85,0.95,0.74,0.62,0.03,9,12,3560.32,1123.63,398.68,0.61,12
C11322,155.3,0.36,43.33,26.45,17.67,139.71,0.37,0.8,0.46,0.02,4,8,939.81,184.16,23.79,0.03,12
C11323,3386.95,0.99,3797.92,1315.09,1018.22,164.46,0.86,0.98,0.83,0.14,0,25,6609.64,2222.4,558.4,0.09,6
C11324,274.18,0.23,11.34,6.76,5.6,0.0,0.47,0.38,0.96,0.19,8,24,2291.36,215.37,38.87,0.26,9
C11325,1431.9,0.37,98.28,44.51,40.15,1591.35,0.85,0.07,0.05,0.39,6,21,2723.26,983.1,249.25,0.12,7
C11326,1021.03,0.54,470.49,310.76,199.65,128.27,0.9,0.75,0.1,0.02,18,55,3981.32,1179.02,141.82,0.43,12
C11327,1699.62,0.43,553.42,292.82,100.67,0.0,0.46,0.12,0.91,0.04,10,58,2583.5,937.64,281.65,0.68,11
C11328,33.35,0.64,117.53,61.06,44.05,162.61,0.18,0.44,0.1,0.15,12,52,1362.9,29.36,6.21,0.28,12
C11329,511.83,0.99,102.85,31.21,13.19,183.95,0.19,0.74,0.71,0.07,19,33,2135.44,427.1,119.08,0.27,12
C11330,4807.28,0.76,2494.33,997.39,484.21,87.04,0.29,0.56,0.55,0.13,10,57,9282.7,4732.65,422.43,0.11,12
C11331,1041.41,0.52,925.93,430.65,98.68,38.09,0.22,0.37,0.52,0.04,14,14,2717.73,1175.57,86.83,0.87,12
C11332,1815.94,0.75,1190.03,701.6,454.7,0.0,0.39,0.51,0.1,0.15,10,44,4329.32,908.48,316.82,0.86,12
C11333,3149.08,0.9,10.08,5.12,1.09,2661.95,0.51,0.25,0.73,0.79,11,36,3486.68,1611.04,531.39,0.01,12
C11334,3739.56,0.38,246.54,158.04,68.95,2855.14,0.09,0.07,0.6,0.82,4,36,6451.05,2857.39,714.13,0.05,11
C11335,2836.22,0.77,134.64,42.24,48.41,2268.47,0.91,0.41,0.93,0.53,19,4,4804.92,2215.46,576.73,0.22,12
C11336,329.97,0.69,16.21,6.96,3.6,84.4,0.0,0.06,0.48,0.1,6,8,1323.29,370.67,39.11,0.27,11
C11337,1122.71,0.79,790.69,426.21,195.23,12.59,0.14,0.98,0.91,0.04,5,55,2894.43,780.52,237.94,0.41,10
C11338,4199.23,0.27,166.74,93.96,74.58,2586.9,0.01,0.45,0.18,0.68,6,16,4456.55,4593.26,730.32,0.12,11
C11339,857.06,0.79,1464.16,733.49,674.34,89.85,0.99,0.88,0.2,0.08,7,20,4801.04,482.09,149.11,0.63,11
C11340,352.43,0.83,11.68,5.37,5.18,138.25,0.41,0.95,0.95,0.18,7,41,1633.99,195.31,69.95,0.08,12
C11341,4353.78,0.75,3280.55,1078.06,1312.14,124.22,0.2,0.45,0.1,0.06,15,53,8870.64,4447.75,883.95,0.28,12
C11342,1101.97,0.36,313.51,181.36,66.15,107.44,0.12,0.42,0.24,0.18,14,23,,1139.28,225.05,0.77,12
C11343,1219.58,0.33,1159.07,766.71,150.53,182.28,0.37,0.89,0.14,0.15,11,48,3015.74,690.45,314.23,0.57,12
C11344,2778.13,0.79,243.78,152.0,72.03,1979.35,0.98,0.03,0.71,0.81,5,36,6689.63,3320.25,485.83,0.01,12
C11345,1265.55,0.72,1787.5,1037.63,839.69,58.18,0.55,0.49,0.78,0.04,4,11,2116.52,704.06,361.01,0.87,12
C11346,960.47,0.99,678.18,375.48,128.41,26.15,0.35,0.27,0.9,0.02,13,33,3726.0,1074.7,275.27,0.76,12
C11347,977.93,0.56,1531.58,932.45,281.54,0.0,0.36,0.75,0.15,0.17,15,57,4114.25,621.71,130.89,0.54,12
C11348,1152.56,0.38,1124.51,686.73,463.14,72.31,0.12,0.84,0.32,0.11,8,59,3436.24,594.02,311.55,0.46,12
C11349,205.63,0.82,89.49,27.1,30.14,12.53,0.52,0.62,0.32,0.19,5,59,1934.02,225.86,31.92,0.28,9
C11350,4412.77,0.8,3918.38,1736.39,1025.52,133.54,0.42,0.41,0.97,0.1,9,4,8975.1,2775.78,1295.48,0.1,11
C11351,4387.71,0.62,3167.25,2049.92,1409.64,73.13,0.73,0.55,0.58,0.12,11,48,9896.31,3819.91,1236.68,0.16,12
C11352,276.95,0.8,68.33,43.75,22.76,81.81,0.19,0.57,0.34,0.2,1,28,2695.93,298.76,44.28,0.2,11
C11353,238.11,0.45,45.49,26.57,21.29,164.96,0.14,0.64,0.3,0.14,17,27,1244.17,144.84,32.71,0.04,6
C11354,2999.15,0.37,95.62,40.51,23.64,2060.82,0.58,0.92,0.32,0.39,14,25,3564.77,3055.35,664.33,0.21,10
C11355,311.21,0.3,79.05,48.95,21.95,90.66,0.74,0.25,0.71,0.17,5,40,1596.9,271.4,44.16,0.04,7
C11356,1851.68,0.43,895.06,351.42,116.11,234.91,0.5,0.2,0.55,0.06,16,30,3067.87,1257.49,398.28,0.31,11
C11357,1207.54,0.72,547.52,213.33,135.28,159.05,0.79,0.19,0.62,0.11,15,4,3278.7,638.9,187.57,0.59,11
C11358,4110.58,0.41,3658.66,1881.62,628.87,66.73,0.84,0.7,0.47,0.05,10,23,9082.98,2811.86,721.28,0.03,12
C11359,410.1,0.91,0.0,0.0,0.0,70.3,0.92,0.9,0.03,0.2,17,55,1084.95,326.99,59.33,0.21,12
C11360,4690.52,0.4,3383.15,1490.39,684.43,163.07,0.38,0.33,0.69,0.19,4,8,7565.53,3553.3,1168.76,0.02,9
C11361,713.9,0.75,950.77,514.85,281.67,116.23,0.9,0.42,0.72,0.17,6,13,3591.32,715.2,143.02,0.58,9
C11362,1132.07,0.62,870.96,508.33,173.27,10.31,0.71,0.97,0.18,0.08,19,6,3834.47,890.8,249.98,0.85,12
C11363,395.37,0.37,34.16,12.71,4.91,171.58,0.62,0.15,0.65,0.15,3,43,1441.71,302.95,100.91,0.11,12
C11364,1089.04,0.64,800.1,332.4,224.52,200.58,0.55,0.88,0.88,0.05,17,48,2791.07,1163.72,271.23,0.61,12
C11365,176.03,0.96,806.45,467.69,128.34,194.51,0.02,0.96,0.6,0.08,17,48,1713.08,145.18,31.23,0.81,12
C11366,18.9,0.96,0.0,0.0,0.0,223.42,0.56,0.8,0.67,0.16,7,4,1667.7,22.49,2.15,0.23,9
C11367,87.69,0.43,33.07,21.62,16.01,265.54,0.78,0.34,0.7,0.01,9,58,1137.03,79.11,12.35,0.16,11
C11368,222.86,0.63,52.32,18.41,15.19,238.4,0.99,0.65,0.32,0.01,18,53,1611.43,257.64,41.9,0.19,12
C11369,625.52,0.32,51.59,27.23,21.71,127.25,0.43,0.29,0.15,0.13,6,49,1223.38,699.04,68.61,0.02,12
C11370,551.61,0.58,72.24,44.79,12.16,83.33,0.99,0.12,0.47,0.15,7,51,2017.69,435.68,135.26,0.26,12
C11371,3915.81,0.46,242.15,95.63,68.92,1814.32,0.17,0.11,0.23,0.76,0,49,4543.38,3637.27,420.32,0.16,7
C11372,1018.85,0.94,702.54,391.51,95.52,100.87,0.96,0.01,0.69,0.13,7,2,3269.53,609.85,136.32,0.32,6
C11373,3460.92,0.71,3573.97,1683.54,946.1,141.53,0.59,0.98,0.71,0.18,3,42,11025.48,3007.24,720.51,0.08,12
C11374,2891.16,0.35,151.37,85.54,65.17,1432.77,0.66,0.66,0.01,0.73,4,54,5239.42,2303.63,648.85,0.02,12
C11375,217.62,0.99,25.09,7.85,11.47,0.0,0.57,0.32,0.95,0.17,10,34,2196.28,182.5,32.35,0.1,11
C11376,3972.26,0.76,2054.36,873.47,631.92,77.07,0.98,0.58,0.93,0.12,15,54,8882.34,2498.52,949.07,0.25,11
C11377,2712.62,0.31,194.35,82.2,41.7,1863.32,0.04,0.62,0.13,0.82,16,2,5197.54,3001.12,747.31,0.16,12
C11378,1989.16,0.84,1375.86,643.17,541.25,17.93,0.41,0.18,0.48,0.01,7,35,4316.77,1105.93,181.21,0.32,10
C11379,1137.28,0.65,1418.39,490.5,504.34,113.26,0.88,0.29,0.21,0.08,10,58,5356.86,1190.55,317.27,0.36,12
C11380,1734.42,0.52,286.24,135.86,82.49,134.53,0.17,0.55,0.96,0.16,1,33,4117.19,2013.46,320.03,0.73,11
C11381,311.25,0.36,110.33,57.0,32.01,189.44,0.57,0.84,0.57,0.11,5,26,957.06,178.79,50.49,0.07,8
C11382,790.82,0.42,357.54,111.08,106.29,237.01,0.52,0.13,0.7,0.04,6,17,5120.29,635.49,196.88,0.87,12
